Date,Open,High,Low,Close,Volume
2024-03-20,5.440000057220459,5.889999866485596,5.380000114440918,5.605000019073486,3388100
2024-03-21,5.704999923706055,6.25,5.230000019073486,6.230000019073486,10281200
2024-03-22,6.039999961853027,6.909999847412109,5.820000171661377,6.400000095367432,10699800
2024-03-25,6.409999847412109,6.670000076293945,6.084000110626221,6.150000095367432,4626300
2024-03-26,6.205999851226807,7.309999942779541,6.139999866485596,7.130000114440918,10146800
2024-03-27,7.164999961853027,7.25,6.679999828338623,6.880000114440918,7190800
2024-03-28,6.513999938964844,6.690000057220459,6.099999904632568,6.25,6930400
2024-04-01,6.599999904632568,6.860000133514404,6.369999885559082,6.650000095367432,5668700
2024-04-02,6.5,6.610000133514404,6.25,6.349999904632568,2684500
2024-04-03,6.420000076293945,6.420000076293945,5.909999847412109,5.980000019073486,7039900
2024-04-04,6.369999885559082,6.400000095367432,5.630000114440918,5.699999809265137,13778800
2024-04-05,5.690000057220459,5.699999809265137,5.460000038146973,5.519999980926514,4349700
2024-04-08,5.409999847412109,5.420000076293945,4.920000076293945,5.119999885559082,6150600
2024-04-09,5.170000076293945,5.269999980926514,5.0,5.079999923706055,2818100
2024-04-10,4.960000038146973,5.110000133514404,4.900000095367432,5.0,2800500
2024-04-11,5.139999866485596,5.400000095367432,4.989999771118164,5.239999771118164,3208100
2024-04-12,5.21999979019165,5.264999866485596,4.980000019073486,5.079999923706055,1998300
2024-04-15,5.050000190734863,5.119999885559082,4.849999904632568,4.860000133514404,2036500
2024-04-16,4.75,5.284999847412109,4.690000057220459,5.039999961853027,2818100
2024-04-17,5.039999961853027,5.150000095367432,4.909999847412109,5.010000228881836,1572600
2024-04-18,5.010000228881836,5.320000171661377,4.974999904632568,5.309999942779541,1661500
2024-04-19,5.210000038146973,5.5,5.130000114440918,5.199999809265137,1839200
2024-04-22,5.150000095367432,5.239999771118164,5.03000020980835,5.159999847412109,1653200
2024-04-23,5.139999866485596,5.550000190734863,5.135000228881836,5.5,2372100
2024-04-24,5.5,5.570000171661377,5.329999923706055,5.449999809265137,1591000
2024-04-25,5.340000152587891,5.5,5.159999847412109,5.429999828338623,1404300
2024-04-26,5.429999828338623,5.570000171661377,5.349999904632568,5.440000057220459,1461700
2024-04-29,5.480000019073486,5.730000019073486,5.360000133514404,5.510000228881836,1743900
2024-04-30,5.5,5.5,5.054999828338623,5.059999942779541,2004000
2024-05-01,5.079999923706055,5.258999824523926,4.96999979019165,5.159999847412109,2413800
2024-05-02,5.199999809265137,5.28000020980835,5.070000171661377,5.159999847412109,1459200
2024-05-03,5.230000019073486,5.590000152587891,5.21999979019165,5.570000171661377,2281300
2024-05-06,5.5,5.829999923706055,5.5,5.570000171661377,2067200
2024-05-07,5.610000133514404,5.940000057220459,5.513999938964844,5.760000228881836,2056800
2024-05-08,5.760000228881836,5.89300012588501,5.650000095367432,5.860000133514404,2140100
2024-05-09,5.820000171661377,6.099999904632568,5.724999904632568,6.070000171661377,2252700
2024-05-10,6.059999942779541,6.110000133514404,5.760000228881836,5.769999980926514,1461800
2024-05-13,5.909999847412109,6.159999847412109,5.869999885559082,6.070000171661377,2399500
2024-05-14,5.699999809265137,5.949999809265137,5.650000095367432,5.699999809265137,4044100
2024-05-15,5.640999794006348,5.679999828338623,5.159999847412109,5.210000038146973,2949400
2024-05-16,5.289999961853027,5.400000095367432,5.199999809265137,5.309999942779541,1359900
2024-05-17,5.25,5.264999866485596,5.099999904632568,5.139999866485596,1474900
2024-05-20,5.150000095367432,5.244999885559082,5.025000095367432,5.190000057220459,1746200
2024-05-21,5.179999828338623,5.199999809265137,5.010000228881836,5.119999885559082,1820100
2024-05-22,5.050000190734863,5.204999923706055,5.019999980926514,5.059999942779541,1532700
2024-05-23,5.050000190734863,5.079999923706055,4.869999885559082,4.960000038146973,2139700
2024-05-24,5.0,5.170000076293945,4.949999809265137,5.130000114440918,1292200
2024-05-28,5.130000114440918,5.269999980926514,5.070000171661377,5.119999885559082,1237800
2024-05-29,5.050000190734863,5.050000190734863,4.849999904632568,5.019999980926514,1709100
2024-05-30,5.090000152587891,5.295000076293945,5.0,5.039999961853027,1530700
2024-05-31,5.059999942779541,5.139999866485596,4.980000019073486,5.010000228881836,1206100
2024-06-03,5.059999942779541,5.090000152587891,4.869999885559082,4.940000057220459,1354300
2024-06-04,4.949999809265137,4.949999809265137,4.804999828338623,4.900000095367432,1554200
2024-06-05,4.880000114440918,4.880000114440918,4.650000095367432,4.710000038146973,2833600
2024-06-06,4.71999979019165,4.730000019073486,4.440000057220459,4.489999771118164,2972500
2024-06-07,4.489999771118164,4.599999904632568,4.440000057220459,4.489999771118164,1699700
2024-06-10,4.519999980926514,4.659999847412109,4.329999923706055,4.389999866485596,3114300
2024-06-11,4.300000190734863,4.369999885559082,4.130000114440918,4.150000095367432,3081300
2024-06-12,4.25,4.309999942779541,4.130000114440918,4.159999847412109,3028300
2024-06-13,4.110000133514404,4.139999866485596,4.0,4.03000020980835,2027800
2024-06-14,4.010000228881836,4.014999866485596,3.819999933242798,3.880000114440918,2579600
2024-06-17,3.880000114440918,3.880000114440918,3.7300000190734863,3.740000009536743,2048100
2024-06-18,3.7799999713897705,3.7799999713897705,3.5999999046325684,3.680000066757202,2230400
2024-06-20,3.6600000858306885,3.680000066757202,3.569999933242798,3.6600000858306885,2191400
2024-06-21,3.700000047683716,3.7100000381469727,3.609999895095825,3.6600000858306885,3330300
2024-06-24,3.690000057220459,3.7300000190734863,3.569999933242798,3.609999895095825,2716200
2024-06-25,3.609999895095825,3.609999895095825,3.440000057220459,3.569999933242798,2349400
2024-06-26,3.509999990463257,3.5299999713897705,3.424999952316284,3.4800000190734863,2299900
2024-06-27,3.5,3.5799999237060547,3.4600000381469727,3.5399999618530273,1902700
2024-06-28,3.7200000286102295,3.9800000190734863,3.240000009536743,3.299999952316284,12826700
2024-07-01,3.309999942779541,3.515000104904175,3.259999990463257,3.490000009536743,3031200
2024-07-02,3.5299999713897705,4.0,3.4800000190734863,3.859999895095825,5482400
2024-07-03,3.930000066757202,4.010000228881836,3.5999999046325684,3.6500000953674316,3560100
2024-07-05,3.700000047683716,3.740000009536743,3.5,3.5899999141693115,2470600
2024-07-08,3.619999885559082,3.9549999237060547,3.609999895095825,3.6700000762939453,3777500
2024-07-09,3.75,3.8499999046325684,3.6700000762939453,3.7799999713897705,2103700
2024-07-10,3.799999952316284,3.9600000381469727,3.759999990463257,3.9200000762939453,2570900
2024-07-11,4.0,4.380000114440918,3.9700000286102295,4.190000057220459,7228700
2024-07-12,4.269999980926514,4.440000057220459,4.179999828338623,4.190000057220459,4044900
2024-07-15,4.25,4.329999923706055,4.050000190734863,4.329999923706055,2353000
2024-07-16,4.400000095367432,4.579999923706055,4.360000133514404,4.5,2518600
2024-07-17,4.420000076293945,4.480000019073486,4.119999885559082,4.199999809265137,3004000
2024-07-18,4.199999809265137,4.400000095367432,4.03000020980835,4.050000190734863,3398900
2024-07-19,4.059999942779541,4.320000171661377,4.0,4.210000038146973,2047900
2024-07-22,4.21999979019165,4.28000020980835,4.105000019073486,4.210000038146973,1293900
2024-07-23,4.199999809265137,4.361000061035156,4.144999980926514,4.25,1690100
2024-07-24,4.170000076293945,4.331999778747559,4.144999980926514,4.190000057220459,1233400
2024-07-25,4.150000095367432,4.369999885559082,4.150000095367432,4.329999923706055,1928000
2024-07-26,4.389999866485596,4.510000228881836,4.28000020980835,4.409999847412109,1737400
2024-07-29,4.429999828338623,4.439000129699707,4.130000114440918,4.159999847412109,1581600
2024-07-30,4.119999885559082,4.159999847412109,3.825000047683716,3.859999895095825,2978800
2024-07-31,3.869999885559082,4.179999828338623,3.8299999237060547,3.9800000190734863,1891400
2024-08-01,4.070000171661377,4.099999904632568,3.700000047683716,3.7799999713897705,2488000
2024-08-02,3.5899999141693115,3.638000011444092,3.4200000762939453,3.5399999618530273,3048600
2024-08-05,3.2300000190734863,3.430000066757202,3.1500000953674316,3.3399999141693115,3422400
2024-08-06,3.5,3.515000104904175,3.2850000858306885,3.494999885559082,1748900
2024-08-07,3.5899999141693115,3.630000114440918,3.380000114440918,3.430000066757202,2091000
2024-08-08,3.4600000381469727,3.7200000286102295,3.444999933242798,3.640000104904175,1852100
2024-08-09,3.6700000762939453,3.7799999713897705,3.5899999141693115,3.619999885559082,1555700
2024-08-12,3.7100000381469727,3.799999952316284,3.569999933242798,3.7200000286102295,3222200
2024-08-13,3.799999952316284,3.8450000286102295,3.4000000953674316,3.6700000762939453,3145000
2024-08-14,3.609999895095825,3.674999952316284,3.515000104904175,3.5899999141693115,1393100
2024-08-15,3.6500000953674316,4.105000019073486,3.630000114440918,4.059999942779541,4757600
2024-08-16,4.059999942779541,4.349999904632568,3.9200000762939453,3.9600000381469727,5009900
2024-08-19,4.050000190734863,4.295000076293945,4.010000228881836,4.25,4210000
2024-08-20,4.989999771118164,6.119999885559082,4.510000228881836,5.670000076293945,99635900
2024-08-21,5.511000156402588,5.78000020980835,4.909999847412109,5.380000114440918,25443800
2024-08-22,5.630000114440918,5.71999979019165,5.039999961853027,5.320000171661377,9658300
2024-08-23,5.170000076293945,5.53000020980835,4.949999809265137,5.239999771118164,8213900
2024-08-26,5.28000020980835,5.75,4.849999904632568,5.25,11863300
2024-08-27,5.090000152587891,5.179999828338623,4.860000133514404,4.880000114440918,4456800
2024-08-28,4.820000171661377,4.820000171661377,4.5,4.670000076293945,4923200
2024-08-29,4.769999980926514,5.175000190734863,4.760000228881836,4.820000171661377,10857500
2024-08-30,5.949999809265137,6.0,4.940000057220459,4.96999979019165,48433700
2024-09-03,4.960000038146973,5.329999923706055,4.763000011444092,5.199999809265137,11860700
2024-09-04,5.179999828338623,5.690000057220459,5.070000171661377,5.28000020980835,13492000
2024-09-05,5.260000228881836,5.340000152587891,5.03000020980835,5.099999904632568,7502000
2024-09-06,5.079999923706055,5.14900016784668,4.71999979019165,5.039999961853027,7012100
2024-09-09,5.010000228881836,5.590000152587891,4.949999809265137,5.519999980926514,10252500
2024-09-10,5.510000228881836,5.849999904632568,5.465000152587891,5.809999942779541,8433500
2024-09-11,5.78000020980835,5.804999828338623,5.420000076293945,5.630000114440918,5922300
2024-09-12,5.650000095367432,6.309999942779541,5.513000011444092,5.699999809265137,19071000
2024-09-13,5.659999847412109,6.170000076293945,5.519999980926514,6.130000114440918,10581900
2024-09-16,6.090000152587891,6.260000228881836,5.699999809265137,5.71999979019165,7957800
2024-09-17,5.78000020980835,5.864999771118164,5.340000152587891,5.400000095367432,25959400
2024-09-18,8.380000114440918,8.949999809265137,7.440000057220459,7.46999979019165,141864600
2024-09-19,7.699999809265137,9.539999961853027,7.369999885559082,9.279999732971191,89593600
2024-09-20,9.119999885559082,9.850000381469727,8.649999618530273,9.149999618530273,59291900
2024-09-23,9.010000228881836,9.020000457763672,8.0,8.029999732971191,27845600
2024-09-24,7.820000171661377,8.329999923706055,7.510000228881836,7.639999866485596,17490800
2024-09-25,7.630000114440918,8.170000076293945,7.570000171661377,7.989999771118164,16363600
2024-09-26,7.900000095367432,8.229999542236328,7.71999979019165,7.980000019073486,13828400
2024-09-27,7.989999771118164,8.979999542236328,7.980000019073486,8.779999732971191,23886800
2024-09-30,8.609999656677246,8.75,7.920000076293945,8.050000190734863,15703400
2024-10-01,8.069999694824219,8.220000267028809,7.539999961853027,7.570000171661377,11157400
2024-10-02,7.519999980926514,7.630000114440918,7.21999979019165,7.349999904632568,9329200
2024-10-03,7.329999923706055,7.619999885559082,7.079999923706055,7.150000095367432,7240900
2024-10-04,7.349999904632568,7.75,7.199999809265137,7.619999885559082,10034700
2024-10-07,7.639999866485596,7.639999866485596,7.21999979019165,7.360000133514404,6006700
2024-10-08,7.320000171661377,8.010000228881836,7.21999979019165,7.389999866485596,13694500
2024-10-09,7.260000228881836,7.380000114440918,6.699999809265137,7.119999885559082,10364700
2024-10-10,7.199999809265137,7.340000152587891,7.0,7.230000019073486,5932200
2024-10-11,7.170000076293945,7.699999809265137,7.070000171661377,7.610000133514404,10301600
2024-10-14,7.610000133514404,8.0,7.429999828338623,7.820000171661377,8800300
2024-10-15,7.760000228881836,8.1850004196167,7.5,8.079999923706055,9611100
2024-10-16,8.0600004196167,8.710000038146973,8.0600004196167,8.369999885559082,14139400
2024-10-17,8.300000190734863,8.54699993133545,7.949999809265137,8.350000381469727,8429000
2024-10-18,8.390000343322754,8.680000305175781,8.220000267028809,8.239999771118164,8094900
2024-10-21,8.279999732971191,8.399999618530273,7.739999771118164,8.010000228881836,9025300
2024-10-22,8.050000190734863,8.760000228881836,7.925000190734863,8.579999923706055,13854300
2024-10-23,8.520000457763672,8.739999771118164,7.921999931335449,8.069999694824219,11720700
2024-10-24,8.050000190734863,8.479999542236328,7.760000228881836,7.920000076293945,11110300
2024-10-25,7.96999979019165,8.229999542236328,7.849999904632568,7.989999771118164,7581000
2024-10-28,8.020000457763672,8.65999984741211,7.940000057220459,8.220000267028809,14217500
2024-10-29,8.229999542236328,8.399999618530273,8.0600004196167,8.319999694824219,6708300
2024-10-30,8.220000267028809,8.520000457763672,7.849999904632568,7.860000133514404,11187900
2024-10-31,8.020000457763672,8.020000457763672,7.409999847412109,7.800000190734863,8348300
2024-11-01,7.829999923706055,8.149999618530273,7.710000038146973,8.109999656677246,6963300
2024-11-04,8.050000190734863,8.119999885559082,7.550000190734863,7.579999923706055,6961700
2024-11-05,7.659999847412109,7.869999885559082,7.635000228881836,7.739999771118164,3963400
2024-11-06,8.039999961853027,8.329999923706055,7.755000114440918,8.260000228881836,11957000
2024-11-07,8.390000343322754,10.010000228881836,8.260000228881836,9.520000457763672,33700500
2024-11-08,9.649999618530273,9.819999694824219,9.243000030517578,9.729999542236328,13631600
2024-11-11,10.350000381469727,11.020000457763672,9.600000381469727,11.0,18414200
2024-11-12,10.710000038146973,11.0,10.260000228881836,10.399999618530273,12708700
2024-11-13,11.300000190734863,12.989999771118164,10.600000381469727,11.760000228881836,40556600
2024-11-14,14.210000038146973,14.899999618530273,10.109999656677246,10.229999542236328,62951900
2024-11-15,10.119999885559082,12.630000114440918,10.0600004196167,12.420000076293945,37661400
2024-11-18,12.270000457763672,12.399999618530273,11.380000114440918,11.680000305175781,23767900
2024-11-19,11.4399995803833,13.65999984741211,11.300000190734863,12.5600004196167,31020800
2024-11-20,12.4399995803833,12.699999809265137,11.8100004196167,12.069999694824219,12758700
2024-11-21,12.15999984741211,14.800000190734863,11.65999984741211,13.994999885559082,35652400
2024-11-22,14.0600004196167,15.550000190734863,13.65999984741211,15.119999885559082,28479500
2024-11-25,15.5600004196167,15.718999862670898,14.100000381469727,14.680000305175781,18442800
2024-11-26,14.420000076293945,15.670000076293945,13.800000190734863,14.055000305175781,16358900
2024-11-27,14.199999809265137,14.779999732971191,13.600000381469727,14.449999809265137,11501300
2024-11-29,14.510000228881836,17.139999389648438,14.5,16.350000381469727,19876000
2024-12-02,16.440000534057617,16.479999542236328,14.420000076293945,14.5600004196167,17859100
2024-12-03,14.420000076293945,14.800000190734863,13.920000076293945,14.149999618530273,12864300
2024-12-04,11.539999961853027,13.0600004196167,11.3100004196167,12.819999694824219,38092700
2024-12-05,13.010000228881836,13.399999618530273,11.619999885559082,12.0,23768300
2024-12-06,12.180000305175781,12.680000305175781,11.829999923706055,12.420000076293945,15007800
2024-12-09,12.579999923706055,13.149999618530273,12.109999656677246,12.8100004196167,10535300
2024-12-10,12.494999885559082,13.069999694824219,11.619999885559082,11.6899995803833,9992900
2024-12-11,11.819999694824219,11.949999809265137,11.390000343322754,11.65999984741211,8326300
2024-12-12,11.65999984741211,12.479999542236328,11.550000190734863,11.680000305175781,8666600
2024-12-13,11.640000343322754,12.15999984741211,11.460000038146973,11.6850004196167,9340800
